nickname,VOD,CTW,lot,wafer,no_pixels,rows,cols,pixel,CMOS,target_chamber_depth,wg_to_chamber,spacer_open,micro_disk,DINF,filter,filter_50percent_WL,532nm_rejection,D2_anneal,epi,top_iris_file,aperture_file,wg_file,bottom_iris_file,micro_disk_file,large_chamber_file,medium_chamber_file,small_chamber_file,row_beg,row_end,col_beg,col_end
Nickel-B,yes,yes,S38241,12,512K,256,2048,B,Tier-1,300nm,,std,yes,no,AF807N,xxxx,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,yes,S38241,13,512K,256,2048,B,Tier-1,300nm,,std,yes,no,AF807N,xxxx,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,yes,S38241,14,512K,256,2048,B,Tier-1,360nm,,std,yes,no,AF701F,625nm?,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,yes,S38241,15,512K,256,2048,B,Tier-1,360nm,,std,yes,no,AF701F,625nm?,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,no,S38241,19,512K,256,2048,B,Tier-1,xxx,,std,yes,no,AF807N,575?,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,21,2M,1024,2048,B,Tier-1,xxx,,std,yes,no,AF701F,625nm?,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A4.csv,BBEE2W3.csv,XF64131-MTP-M3--D-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,23,512K,256,2048,B,Tier-1,xxx,,std,yes,no,AF701F,625nm?,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,no,S38241,24,512K,256,2048,B,Tier-1,xxx,,std,yes,no,AF807N,575?,xxxx,none,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,25,512K,256,2048,B,Tier-1,xxx,,std,yes,no,AF701F,625nm?,xxxx,2hr,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,104,262K,128,2048,B,Tier-1,xxx,,std,yes,no,AF701F,625nm,xxxx,2hr,xxxx,BBEE1D1_activerows.csv,BBEE1A1_activerows.csv,BBEE1W1_activerows.csv,BBEE1B1_activerows.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,no,S38241,108,262K,128,2048,B,Tier-1,xxx,,std,yes,no,AF806N,xxxx,xxxx,2hr,xxxx,BBEE1D1_activerows.csv,BBEE1A1_activerows.csv,BBEE1W1_activerows.csv,BBEE1B1_activerows.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,yes,no,S38241,109,262K,128,2048,B,Tier-1,xxx,,std,yes,no,AF806N,xxxx,xxxx,2hr,xxxx,BBEE1D1_activerows.csv,BBEE1A1_activerows.csv,BBEE1W1_activerows.csv,BBEE1B1_activerows.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,203,128K,128,1024,B,Tier-1,xxx,,std,yes,no,AF701F,625nm,xxxx,2hr,xxxx,BBEE1B1_activerowscols.csv,BBEE1A1_activerowscols.csv,BBEE1W1_activerowscols.csv,XF64131-M2--M3--B-1_activerowscols.csv,BBEE1D1_activerowscols.csv,udisk_spacer2.csv,udisk_spacer.csv,udisk_spacer.csv,0,0,0,0
Nickel-B-FRET,yes,no,S38241,204,128K,128,1024,B,Tier-1,xxx,,std,yes,no,AF701F,625nm,xxxx,2hr,xxxx,BBEE1B1_activerowscols.csv,BBEE1A1_activerowscols.csv,BBEE1W1_activerowscols.csv,XF64131-M2--M3--B-1_activerowscols.csv,BBEE1D1_activerowscols.csv,udisk_spacer2.csv,udisk_spacer.csv,udisk_spacer.csv,0,0,0,0
Nickel-B,yes,no,S38241,208,128K,128,1024,B,Tier-1,xxx,,std,yes,no,AF806N,xxxx,xxxx,2hr,xxxx,BBEE1B1_activerowscols.csv,BBEE1A1_activerowscols.csv,BBEE1W1_activerowscols.csv,XF64131-M2--M3--B-1_activerowscols.csv,BBEE1D1_activerowscols.csv,udisk_spacer2.csv,udisk_spacer.csv,udisk_spacer.csv,0,0,0,0
Nickel-B,yes,no,S38241,209,128K,128,1024,B,Tier-1,xxx,,std,yes,no,AF806N,xxxx,xxxx,2hr,xxxx,BBEE1B1_activerowscols.csv,BBEE1A1_activerowscols.csv,BBEE1W1_activerowscols.csv,XF64131-M2--M3--B-1_activerowscols.csv,BBEE1D1_activerowscols.csv,udisk_spacer2.csv,udisk_spacer.csv,udisk_spacer.csv,0,0,0,0
Nickel-B-FRET,no,no,S39878,8,512K,256,2048,B,Tier-1,360nm,,std,yes,no,AF804F,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,no,no,S39878,9,512K,256,2048,B,Tier-1,360nm,,std,yes,no,AF804F,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,no,no,S39878,11,512K,256,2048,B,Tier-1,,,std,yes,no,xxx,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,no,no,S39878,12,512K,256,2048,B,Tier-1,,,std,yes,no,xxx,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,no,no,S39878,13,512K,256,2048,B,Tier-1,360nm,,std,yes,no,AF804F,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,no,no,S39878,14,512K,256,2048,B,Tier-1,360nm,,std,yes,no,AF804F,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,no,no,S39878,15,512K,256,2048,B,Tier-1,360nm,,std,yes,no,AF804F,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,no,no,S39878,18,512K,256,2048,B,Tier-1,360nm,,std,yes,no,AF804F,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B-FRET,no,no,S39878,21,512K,256,2048,B,Tier-1,360nm,,std,yes,no,AF701F,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,no,no,S39878,22,512K,256,2048,B,Tier-1,,,std,yes,no,xxx,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,no,no,S39878,23,512K,256,2048,B,Tier-1,,,std,yes,no,xxx,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,no,no,S39878,24,512K,256,2048,B,Tier-1,,,std,yes,no,xxx,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-B,no,no,S39878,25,512K,256,2048,B,Tier-1,,,std,yes,no,xxx,xxx,xxxx,xxx,xxxx,BBEE2B2i.csv,BBEE2A3.csv,BBEE2W2.csv,XF64131-MTP-M3--E-1.csv,BBEE2D2i.csv,udisk_spacer2.csv,udisk_spacer2.csv,udisk_spacer2.csv,0,0,0,0
Nickel-A,yes,no,S34496,1,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,2,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,3,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,4,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,5,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,6,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,7,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,8,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,9,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,10,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,11,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,12,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,13,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,14,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,15,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,16,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,17,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,18,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-A,yes,no,S34496,19,512K,256,2048,B,Tier-1,xxx,xxxx,xxx,xxx,no,xxx,xxx,xxxx,xxx,xxxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42787,8,512K,256,2048,B,Tier-1,,,std,xxx,no,none,xxx,xxxx,xxx,xxxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42787,10,512K,256,2048,B,Tier-1,,,std,xxx,no,none,xxx,xxxx,xxx,xxxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42787,11,512K,256,2048,B,Tier-1,300nm,,std,yes,no,AF908N,xxx,xxxx,xxx,xxxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42787,12,512K,256,2048,B,Tier-1,300nm,,std,yes,no,AF807N,xxx,xxxx,xxx,xxxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42787,13,512K,256,2048,B,Tier-1,300nm,,std,yes,no,AF908N,xxx,xxxx,xxx,xxxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42787,15,2M,1024,2048,B,Tier-1,300nm,,std,yes,no,AF807N,xxx,xxxx,xxx,xxxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42787,16,2M,1024,2048,B,Tier-1,300nm,,std,yes,no,AF908N,xxx,xxxx,xxx,xxxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42787,17,2M,1024,2048,B,Tier-1,300nm,,std,yes,no,AF807N,xxx,xxxx,xxx,xxxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42787,22,2M,256,2048,B,Tier-1,300nm,,std,yes,no,xxx,xxx,xxxx,xxx,xxxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42787,23,2M,256,2048,B,Tier-1,300nm,,std,yes,no,xxx,xxx,xxxx,xxx,xxxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42787,24,2M,256,2048,B,Tier-1,300nm,,std,yes,no,xxx,xxx,xxxx,xxx,xxxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42787,25,2M,256,2048,B,Tier-1,300nm,,std,yes,no,xxx,xxx,xxxx,xxx,xxxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42906,1,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42906,3,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42906,5,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42906,7,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42906,8,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,yes,none,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42906,9,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42906,12,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42906,14,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42906,16,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42906,18,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42906,20,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S42906,24,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,BBEE3W4.csv,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,yes,S44766,2,2M,1024,2048,D,Tier-1,xxx,xxxx,xxx,yes,no,xxx,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,yes,S44766,3,2M,1024,2048,D,Tier-1,xxx,xxxx,xxx,yes,no,xxx,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,yes,S44766,4,2M,1024,2048,D,Tier-1,xxx,xxxx,xxx,yes,no,xxx,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,yes,S44766,5,2M,1024,2048,D,Tier-1,xxx,xxxx,xxx,yes,no,AF908N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,yes,S44766,6,2M,1024,2048,D,Tier-1,xxx,xxxx,xxx,yes,no,AF908N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,yes,S44766,8,2M,1024,2048,D,Tier-1,xxx,xxxx,xxx,yes,yes,xxx,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,yes,S44766,13,2M,1024,2048,D,Tier-1,xxx,xxxx,xxx,yes,no,AF908N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-E,yes,yes,S46156,5,2M,1024,2048,E,Tier-1,xxx,xxxx,xxx,yes,yes,xxx,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-E,yes,yes,S46156,7,2M,1024,2048,E,Tier-1,xxx,xxxx,xxx,yes,yes,xxx,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-E,yes,yes,S46156,9,2M,1024,2048,E,Tier-1,xxx,xxxx,xxx,yes,yes,xxx,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-E,yes,yes,S46156,11,2M,1024,2048,E,Tier-1,xxx,xxxx,xxx,yes,yes,xxx,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-E,yes,yes,S46156,15,2M,1024,2048,E,Tier-1,xxx,xxxx,xxx,yes,yes,xxx,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-E,yes,yes,S46156,23,2M,1024,2048,E,Tier-1,xxx,xxxx,xxx,yes,yes,xxx,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-E,yes,yes,S46156,25,2M,1024,2048,E,Tier-1,xxx,xxxx,xxx,yes,yes,xxx,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A6.csv,BBEE3W5.csv,XF64356-M3-MTP--A-1xxx,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
